order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,product_name,category,launch_date,base_price,supplier_code,email,signup_date,gender,loyalty_tier,revenue,price_diff,discount_flag,discount_pct_vs_base,order_year,order_month,order_dow,is_delivered,is_delayed,is_cancelled
O930213,C00369,P0010,4,10.43,2025-07-06,cancelled,paypal,south,0.0,Cleaning Product 70,cleaning,2024-08-14,17.72,s321,taylorkaren@yahoo.com,2025-06-27,other,bronze,41.72,-7.289999999999999,False,0.0,2025.0,7.0,6.0,False,False,True
O342894,C00171,P0030,1,31.96,2025-07-06,delivered,bank transfer,south,0.0,Cleaning Product 72,cleaning,2025-04-04,9.77,s455,moorekaren@craig.info,2025-03-20,male,silver,31.96,22.19,False,0.0,2025.0,7.0,6.0,True,False,False
O471486,C00423,P0007,2,39.93,2025-07-06,cancelled,paypal,central,0.0,Personal Care Product 64,personal care,2024-09-30,33.63,s379,ycrawford@hotmail.com,2024-12-18,male,bronze,79.86,6.299999999999997,False,0.0,2025.0,7.0,6.0,False,False,True
O728183,C00040,P0021,5,39.59,2025-07-06,delivered,credit card,central,0.15,Kitchen Product 70,kitchen,2024-09-28,20.23,s643,josephjacobs@cooper.net,2025-01-11,femle,gold,197.95000000000002,19.360000000000003,True,0.007414730598121601,2025.0,7.0,6.0,True,False,False
O860527,C00334,P0025,5,46.67,2025-07-06,delayed,paypal,south,0.0,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,stephentaylor@gmail.com,2024-12-06,female,gold,233.35000000000002,31.43,False,0.0,2025.0,7.0,6.0,False,True,False
O658934,C00463,P0025,4,19.29,2025-07-06,delayed,credit card,west,0.1,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,earmstrong@gmail.com,2024-09-10,other,bronze,77.16,4.049999999999999,True,0.006561679790026247,2025.0,7.0,6.0,False,True,False
O702676,C00374,P0019,1,36.28,2025-07-06,delivered,bank transfer,west,0.0,Kitchen Product 42,kitchen,2024-07-17,30.3,s993,sreid@horn-flynn.biz,2024-09-28,female,gold,36.28,5.98,False,0.0,2025.0,7.0,6.0,True,False,False
O145341,C00470,P0024,1,29.47,2025-07-06,cancelled,paypal,east,0.1,Storage Product 87,storage,2025-02-24,26.33,s558,,2024-07-17,femle,silver,29.47,3.1400000000000006,True,0.00379794910748196,2025.0,7.0,6.0,False,False,True
O291982,C00329,P0019,5,41.7,2025-07-06,delivered,paypal,east,0.05,Kitchen Product 42,kitchen,2024-07-17,30.3,s993,rward@gmail.com,2024-08-26,femle,gold,208.5,11.400000000000002,True,0.0016501650165016502,2025.0,7.0,6.0,True,False,False
O577920,C00480,P0015,4,28.58,2025-07-06,delayed,paypal,east,0.0,Storage Product 10,storage,2024-08-08,39.21,s466,gabrielle71@yahoo.com,2024-10-21,other,silver,114.32,-10.630000000000003,False,0.0,2025.0,7.0,6.0,False,True,False
O960238,C00259,P0009,2,9.58,2025-07-06,delayed,credit card,east,0.2,Outdoors Product 13,outdoors,2025-04-18,8.0,s695,ledwards@yahoo.com,2025-06-25,femle,gold,19.16,1.58,True,0.025,2025.0,7.0,6.0,False,True,False
O966135,C00464,P0028,1,26.29,2025-07-06,cancelled,paypal,west,0.0,Outdoors Product 53,outdoors,2025-04-10,34.28,s587,mthomas@hotmail.com,2025-04-01,male,gold,26.29,-7.990000000000002,False,0.0,2025.0,7.0,6.0,False,False,True
O453905,C00398,P0017,2,32.1,2025-07-06,delivered,paypal,south,0.1,Personal Care Product 11,personal care,2024-12-16,16.46,s594,karamarks@hotmail.com,2025-06-15,other,bronze,64.2,15.64,True,0.006075334143377886,2025.0,7.0,6.0,True,False,False
O357468,C00070,P0025,2,12.47,2025-07-06,delivered,credit card,east,0.15,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,wwoods@molina-castaneda.biz,2025-01-31,male,gold,24.94,-2.7699999999999996,True,0.00984251968503937,2025.0,7.0,6.0,True,False,False
O671288,C00197,P0014,4,15.06,2025-07-06,delayed,credit card,north,0.0,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,xwilliams@ball.info,2024-10-04,other,gold,60.24,1.8399999999999999,False,0.0,2025.0,7.0,6.0,False,True,False
O566495,C00500,P0013,1,41.14,2025-07-06,delivered,paypal,central,0.0,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,jasonjohnson@jackson.com,2024-11-28,male,gold,41.14,4.619999999999997,False,0.0,2025.0,7.0,6.0,True,False,False
O508604,C00331,P0022,1,14.6,2025-07-06,cancelled,bank transfer,central,0.2,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,asmith@yahoo.com,2025-05-04,femle,gold,14.6,-5.17,True,0.010116337885685382,2025.0,7.0,6.0,False,False,True
O455877,C00414,P0029,3,37.44,2025-07-06,cancelled,bank transfer,east,0.0,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,charlesharris@hotmail.com,2024-08-17,male,gold,112.32,14.029999999999998,False,0.0,2025.0,7.0,6.0,False,False,True
O175998,C00170,P0016,1,47.46,2025-07-06,delayed,bank transfer,north,0.05,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,vbarnes@wood.com,2025-05-03,male,gold,47.46,20.75,True,0.0018719580681392737,2025.0,7.0,6.0,False,True,False
O393004,C00284,P0011,4,49.08,2025-07-06,delivered,paypal,east,0.15,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,tchambers@johnson.com,2025-02-15,male,gold,196.32,38.0,True,0.013537906137184115,2025.0,7.0,6.0,True,False,False
O198320,C00392,P0001,3,18.38,2025-07-06,delivered,credit card,west,0.15,Storage Product 39,storage,2025-03-11,15.88,s339,livingstonstacy@hunter-fuller.net,2025-04-29,femle,gold,55.14,2.4999999999999982,True,0.009445843828715364,2025.0,7.0,6.0,True,False,False
O223293,C00070,P0007,5,9.06,2025-07-06,delivered,bank transfer,west,0.2,Personal Care Product 64,personal care,2024-09-30,33.63,s379,wwoods@molina-castaneda.biz,2025-01-31,male,gold,45.300000000000004,-24.57,True,0.005947071067499256,2025.0,7.0,6.0,True,False,False
O698994,C00301,P0024,3,45.59,2025-07-06,delayed,paypal,east,0.05,Storage Product 87,storage,2025-02-24,26.33,s558,adamsemily@williams.org,2025-04-13,female,gold,136.77,19.260000000000005,True,0.00189897455374098,2025.0,7.0,6.0,False,True,False
O532137,C00043,P0029,1,28.46,2025-07-06,delayed,credit card,west,0.2,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,davenportbrandi@jordan.com,2024-11-24,female,silver,28.46,5.050000000000001,True,0.00854335753951303,2025.0,7.0,6.0,False,True,False
O577109,C00416,P0005,4,49.91,2025-07-06,delivered,credit card,east,0.05,Personal Care Product 1,personal care,2024-10-20,31.1,s559,hbaker@gmail.com,2024-09-05,femle,gold,199.64,18.809999999999995,True,0.001607717041800643,2025.0,7.0,6.0,True,False,False
O641343,C00274,P0017,5,29.41,2025-07-06,delivered,credit card,south,0.05,Personal Care Product 11,personal care,2024-12-16,16.46,s594,cherylfowler@wilcox-robertson.com,2024-12-08,femle,gold,147.05,12.95,True,0.003037667071688943,2025.0,7.0,6.0,True,False,False
O333120,C00006,P0027,1,45.44,2025-07-06,delayed,credit card,central,0.1,Outdoors Product 55,outdoors,2024-09-21,23.05,s127,wyattmichelle@yahoo.com,2024-10-21,male,bronze,45.44,22.389999999999997,True,0.004338394793926247,2025.0,7.0,6.0,False,True,False
O813745,C00399,P0010,5,22.25,2025-07-06,delivered,bank transfer,central,0.0,Cleaning Product 70,cleaning,2024-08-14,17.72,s321,rogersruben@brown.com,2025-01-14,male,bronze,111.25,4.530000000000001,False,0.0,2025.0,7.0,6.0,True,False,False
O544747,C00381,P0029,5,24.19,2025-07-06,delivered,credit card,east,0.05,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,lmiller@stone.com,2024-07-09,male,gold,120.95,0.7800000000000011,True,0.0021358393848782574,2025.0,7.0,6.0,True,False,False
O468789,C00366,P0015,5,33.07,2025-07-06,delayed,paypal,north,0.2,Storage Product 10,storage,2024-08-08,39.21,s466,gonzalesvictoria@gmail.com,2024-09-25,female,bronze,165.35,-6.140000000000001,True,0.00510073960724305,2025.0,7.0,6.0,False,True,False
O627148,C00180,P0022,4,17.33,2025-07-06,delayed,bank transfer,south,0.0,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,fosterkyle@yahoo.com,2024-09-30,other,gold,69.32,-2.4400000000000013,False,0.0,2025.0,7.0,6.0,False,True,False
O935520,C00434,P0004,3,30.3,2025-07-06,delayed,paypal,south,0.0,Kitchen Product 82,kitchen,2025-04-19,9.13,s589,brendastark@mathis.com,2024-11-28,male,gold,90.9,21.17,False,0.0,2025.0,7.0,6.0,False,True,False
O544861,C00495,P0011,2,40.78,2025-07-06,delayed,credit card,north,0.1,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,mcclainkatherine@hotmail.com,2024-09-18,male,gold,81.56,29.700000000000003,True,0.009025270758122744,2025.0,7.0,6.0,False,True,False
O459284,C00365,P0021,2,35.38,2025-07-06,delayed,paypal,north,0.1,Kitchen Product 70,kitchen,2024-09-28,20.23,s643,pgarcia@evans.info,2024-10-16,male,silver,70.76,15.150000000000002,True,0.004943153732081068,2025.0,7.0,6.0,False,True,False
O180874,C00066,P0029,4,43.89,2025-07-06,cancelled,bank transfer,central,0.2,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,katie87@allen.com,2024-10-19,other,gold,175.56,20.48,True,0.00854335753951303,2025.0,7.0,6.0,False,False,True
O241823,C00224,P0016,5,21.08,2025-07-06,delayed,paypal,east,0.05,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,nathan19@gmail.com,2025-01-27,female,gold,105.39999999999999,-5.630000000000003,True,0.0018719580681392737,2025.0,7.0,6.0,False,True,False
O756742,C00077,P0013,5,13.7,2025-07-06,delayed,paypal,east,0.0,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,davidcaldwell@gould.com,2024-09-09,femle,gold,68.5,-22.820000000000004,False,0.0,2025.0,7.0,6.0,False,True,False
O210583,C00384,P0026,4,38.54,2025-07-06,delivered,credit card,west,0.0,Storage Product 50,storage,2025-02-08,27.06,s952,darlenebyrd@gmail.com,2025-01-28,female,bronze,154.16,11.48,False,0.0,2025.0,7.0,6.0,True,False,False
O778545,C00195,P0001,2,27.55,2025-07-06,cancelled,credit card,west,0.0,Storage Product 39,storage,2025-03-11,15.88,s339,jeremytaylor@gmail.com,2024-10-28,femle,silver,55.1,11.67,False,0.0,2025.0,7.0,6.0,False,False,True
O250174,C00181,P0011,2,24.53,2025-07-06,delayed,bank transfer,south,0.1,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,charlesschultz@hotmail.com,2025-01-20,other,bronze,49.06,13.450000000000001,True,0.009025270758122744,2025.0,7.0,6.0,False,True,False
O779423,C00152,P0022,3,35.67,2025-07-06,delivered,paypal,west,0.0,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,john29@jones.com,2025-02-18,other,silver,107.01,15.900000000000002,False,0.0,2025.0,7.0,6.0,True,False,False
O158221,C00443,P0017,5,21.31,2025-07-06,cancelled,credit card,south,0.0,Personal Care Product 11,personal care,2024-12-16,16.46,s594,amy17@hotmail.com,2025-03-15,femle,silver,106.55,4.849999999999998,False,0.0,2025.0,7.0,6.0,False,False,True
O415017,C00263,P0002,1,31.39,2025-07-06,cancelled,credit card,central,0.0,Cleaning Product 82,cleaning,2024-08-18,34.23,s974,xcardenas@gmail.com,2024-10-26,male,gold,31.39,-2.8399999999999963,False,0.0,2025.0,7.0,6.0,False,False,True
O411654,C00357,P0005,5,38.0,2025-07-06,delivered,credit card,west,0.0,Personal Care Product 1,personal care,2024-10-20,31.1,s559,powerslawrence@gmail.com,2024-11-01,male,silver,190.0,6.899999999999999,False,0.0,2025.0,7.0,6.0,True,False,False
O545752,C00020,P0022,2,19.1,2025-07-06,delivered,credit card,east,0.0,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,josephbrennan@yahoo.com,2024-09-26,female,gold,38.2,-0.6699999999999982,False,0.0,2025.0,7.0,6.0,True,False,False
O970556,C00465,P0011,3,29.38,2025-07-06,cancelled,bank transfer,north,0.05,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,fosternatasha@hotmail.com,2024-10-06,female,gold,88.14,18.299999999999997,True,0.004512635379061372,2025.0,7.0,6.0,False,False,True
O493424,C00356,P0003,1,32.26,2025-07-06,delivered,bank transfer,south,0.05,Cleaning Product 85,cleaning,2024-07-15,7.92,s745,megan92@hotmail.com,2025-04-06,female,gold,32.26,24.339999999999996,True,0.006313131313131314,2025.0,7.0,6.0,True,False,False
O209171,C00415,P0030,5,38.84,2025-07-06,cancelled,bank transfer,north,0.2,Cleaning Product 72,cleaning,2025-04-04,9.77,s455,martinsteven@martinez-howard.com,2024-12-28,female,gold,194.20000000000002,29.070000000000004,True,0.02047082906857728,2025.0,7.0,6.0,False,False,True
O422815,C00272,P0017,1,44.92,2025-07-06,delivered,credit card,north,0.2,Personal Care Product 11,personal care,2024-12-16,16.46,s594,znelson@rivera.info,2025-03-14,female,silver,44.92,28.46,True,0.012150668286755772,2025.0,7.0,6.0,True,False,False
O112343,C00420,P0029,2,45.57,2025-07-06,delayed,credit card,central,0.0,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,greertoni@gonzalez.com,2025-03-29,male,bronze,91.14,22.16,False,0.0,2025.0,7.0,6.0,False,True,False
O129237,C00342,P0022,4,15.33,2025-07-06,delayed,paypal,east,0.0,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,mjones@yahoo.com,2025-02-17,other,nan,61.32,-4.4399999999999995,False,0.0,2025.0,7.0,6.0,False,True,False
O418152,C00110,P0030,2,48.25,2025-07-06,cancelled,credit card,west,0.1,Cleaning Product 72,cleaning,2025-04-04,9.77,s455,harrisonricky@yahoo.com,2025-03-23,female,gold,96.5,38.480000000000004,True,0.01023541453428864,2025.0,7.0,6.0,False,False,True
O359098,C00352,P0014,4,11.54,2025-07-06,delivered,credit card,south,0.05,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,jacobsandoval@yahoo.com,2024-07-17,other,gold,46.16,-1.6800000000000015,True,0.0037821482602118004,2025.0,7.0,6.0,True,False,False
O772183,C00045,P0026,2,30.96,2025-07-06,delayed,paypal,west,0.15,Storage Product 50,storage,2025-02-08,27.06,s952,michellecherry@keith.com,2025-04-18,female,bronze,61.92,3.900000000000002,True,0.005543237250554324,2025.0,7.0,6.0,False,True,False
O399621,C00147,P0016,3,31.26,2025-07-06,cancelled,bank transfer,central,0.1,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,vwatson@hotmail.com,2025-01-31,male,gold,93.78,4.550000000000001,True,0.0037439161362785474,2025.0,7.0,6.0,False,False,True
O362898,C00452,P0025,1,37.16,2025-07-06,delivered,credit card,east,0.0,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,nathanjames@gmail.com,2024-12-26,female,bronze,37.16,21.919999999999995,False,0.0,2025.0,7.0,6.0,True,False,False
O657302,C00338,P0016,1,28.45,2025-07-06,delayed,bank transfer,north,0.0,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,markramirez@yahoo.com,2024-11-24,male,gold,28.45,1.7399999999999984,False,0.0,2025.0,7.0,6.0,False,True,False
O691691,C00033,P0030,1,30.05,2025-07-06,cancelled,credit card,central,0.05,Cleaning Product 72,cleaning,2025-04-04,9.77,s455,larsonemma@powell.com,2025-02-15,other,gold,30.05,20.28,True,0.00511770726714432,2025.0,7.0,6.0,False,False,True
O712157,C00372,P0015,3,17.09,2025-07-06,cancelled,credit card,east,0.0,Storage Product 10,storage,2024-08-08,39.21,s466,,,,,51.269999999999996,-22.12,False,0.0,2025.0,7.0,6.0,False,False,True
O622429,C00056,P0016,1,45.87,2025-07-06,delayed,credit card,central,0.15,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,christinaturner@hotmail.com,2025-05-25,male,bronze,45.87,19.159999999999997,True,0.005615874204417821,2025.0,7.0,6.0,False,True,False
O429017,C00131,P0028,5,24.03,2025-07-06,delivered,bank transfer,north,0.0,Outdoors Product 53,outdoors,2025-04-10,34.28,s587,gregorylynch@harvey-allen.org,2024-08-30,male,gold,120.15,-10.25,False,0.0,2025.0,7.0,6.0,True,False,False
O773027,C00172,P0005,5,28.61,2025-07-06,delivered,paypal,central,0.1,Personal Care Product 1,personal care,2024-10-20,31.1,s559,alawson@yahoo.com,2024-09-27,female,bronze,143.05,-2.490000000000002,True,0.003215434083601286,2025.0,7.0,6.0,True,False,False
O486175,C00441,P0026,1,48.56,2025-07-06,delivered,bank transfer,central,0.1,Storage Product 50,storage,2025-02-08,27.06,s952,sean43@steele.com,,female,bronze,48.56,21.500000000000004,True,0.0036954915003695496,2025.0,7.0,6.0,True,False,False
O914359,C00386,P0027,1,34.25,2025-07-06,delayed,paypal,south,0.1,Outdoors Product 55,outdoors,2024-09-21,23.05,s127,mosleydonald@lawrence.com,2024-12-19,other,gold,34.25,11.2,True,0.004338394793926247,2025.0,7.0,6.0,False,True,False
O251988,C00052,P0029,5,27.55,2025-07-06,delayed,credit card,south,0.1,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,gobrien@gmail.com,2024-12-02,female,gold,137.75,4.140000000000001,True,0.004271678769756515,2025.0,7.0,6.0,False,True,False
O310886,C00256,P0029,4,40.76,2025-07-06,delayed,bank transfer,east,0.2,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,ojackson@harvey.com,2024-07-18,female,gold,163.04,17.349999999999998,True,0.00854335753951303,2025.0,7.0,6.0,False,True,False
O536236,C00192,P0019,3,32.04,2025-07-06,delivered,paypal,central,0.0,Kitchen Product 42,kitchen,2024-07-17,30.3,s993,christopher25@ponce-hale.biz,2024-08-25,femle,gold,96.12,1.7399999999999984,False,0.0,2025.0,7.0,6.0,True,False,False
O782603,C00259,P0016,4,43.95,2025-07-06,delayed,credit card,south,0.0,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,ledwards@yahoo.com,2025-06-25,femle,gold,175.8,17.240000000000002,False,0.0,2025.0,7.0,6.0,False,True,False
O673771,C00126,P0022,3,44.95,2025-07-06,delivered,credit card,north,0.1,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,matthew61@yahoo.com,2025-06-02,female,silver,134.85000000000002,25.180000000000003,True,0.005058168942842691,2025.0,7.0,6.0,True,False,False
O821870,C00371,P0011,5,39.49,2025-07-06,delayed,credit card,east,0.0,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,othomas@yahoo.com,2025-03-06,other,silver,197.45000000000002,28.410000000000004,False,0.0,2025.0,7.0,6.0,False,True,False
O521398,C00419,P0010,4,40.27,2025-07-06,delivered,bank transfer,south,0.15,Cleaning Product 70,cleaning,2024-08-14,17.72,s321,codygarcia@gmail.com,2024-08-22,female,bronze,161.08,22.550000000000004,True,0.008465011286681716,2025.0,7.0,6.0,True,False,False
O198927,C00139,P0006,1,29.26,2025-07-06,delayed,credit card,north,0.15,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,browningmark@thompson-anderson.net,2025-06-11,other,bronze,29.26,-6.800000000000001,True,0.004159733777038269,2025.0,7.0,6.0,False,True,False
O293081,C00449,P0025,3,26.26,2025-07-06,delivered,credit card,south,0.1,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,briansmith@gmail.com,2024-10-28,female,silver,78.78,11.020000000000001,True,0.006561679790026247,2025.0,7.0,6.0,True,False,False
O911659,C00152,P0001,4,9.6,2025-07-06,cancelled,bank transfer,north,0.05,Storage Product 39,storage,2025-03-11,15.88,s339,john29@jones.com,2025-02-18,other,silver,38.4,-6.280000000000001,True,0.0031486146095717885,2025.0,7.0,6.0,False,False,True
O312192,C00469,P0022,4,49.75,2025-07-06,delivered,credit card,west,0.05,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,alewis@washington.com,2025-01-22,female,silver,199.0,29.98,True,0.0025290844714213456,2025.0,7.0,6.0,True,False,False
O494631,C00239,P0030,2,29.19,2025-07-06,delayed,paypal,south,0.0,Cleaning Product 72,cleaning,2025-04-04,9.77,s455,djones@gmail.com,2024-12-23,female,bronze,58.38,19.42,False,0.0,2025.0,7.0,6.0,False,True,False
O301929,C00221,P0025,3,18.29,2025-07-06,cancelled,bank transfer,central,0.15,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,lambertrichard@owen.com,2025-05-31,female,silver,54.87,3.049999999999999,True,0.00984251968503937,2025.0,7.0,6.0,False,False,True
O101648,C00238,P0011,1,19.39,2025-07-06,delayed,credit card,south,0.0,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,zsanchez@hotmail.com,2024-12-10,male,silver,19.39,8.31,False,0.0,2025.0,7.0,6.0,False,True,False
O753282,C00008,P0007,4,39.63,2025-07-06,cancelled,bank transfer,east,0.05,Personal Care Product 64,personal care,2024-09-30,33.63,s379,amandasanchez@gray-mayo.net,2024-09-29,male,gold,158.52,6.0,True,0.001486767766874814,2025.0,7.0,6.0,False,False,True
O875628,C00479,P0011,3,12.08,2025-07-06,delivered,bank transfer,north,0.2,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,smithyvonne@yahoo.com,2025-02-09,male,gold,36.24,1.0,True,0.018050541516245487,2025.0,7.0,6.0,True,False,False
O384964,C00476,P0017,3,34.16,2025-07-06,delayed,credit card,central,0.15,Personal Care Product 11,personal care,2024-12-16,16.46,s594,ericaadams@palmer-hancock.com,2025-01-06,femle,bronze,102.47999999999999,17.699999999999996,True,0.009113001215066828,2025.0,7.0,6.0,False,True,False
